"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2026-05-01 ~ 2026-05-31"
"실거래구분 : 연립다세대(전월세)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","건물명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"1691","서울특별시 강동구 천호동","167-128","0167","0128","HwellsPARK천호2","월세","29.6100","202605","28","4,941","51","4","2023","진황도로27길 30","202606~202808","신규","-","","","연립다세대"
"1692","서울특별시 강동구 천호동","167-28","0167","0028","해인하우스","전세","38.5300","202605","28","43,000","0","6","2023","진황도로29길 35-9","202607~202807","신규","-","","","연립다세대"
"1693","서울특별시 송파구 가락동","83-4","0083","0004","현대하이츠빌라","전세","24.0000","202605","28","14,000","0","4","1995","송파대로30길 19-22","202607~202807","신규","-","","","연립다세대"
"1694","서울특별시 송파구 석촌동","247-14","0247","0014","삼진빌라B동","월세","35.5600","202605","28","200","40","-1","1989","가락로5길 24-23","202605~203005","신규","-","","","연립다세대"
"1695","서울특별시 송파구 잠실동","297-21","0297","0021","(297-21)","전세","40.7600","202605","28","23,200","0","2","2003","백제고분로12길 12-12","202607~202807","신규","-","","","연립다세대"
"1696","서울특별시 관악구 신림동","98-439","0098","0439","98-439","전세","28.2900","202605","28","17,400","0","1","2014","복은7길 27","202606~202806","신규","-","","","연립다세대"
"1697","서울특별시 관악구 봉천동","1686-27","1686","0027","더게이트","월세","26.8400","202605","28","26,500","1","6","2016","남부순환로 1929-9","202607~202807","신규","-","","","연립다세대"
"1698","서울특별시 동작구 대방동","391-310","0391","0310","제이하우스","전세","29.8200","202605","28","27,500","0","5","2018","대방동27길 83-1","202608~202808","신규","-","","","연립다세대"
"1699","서울특별시 동작구 사당동","437-45","0437","0045","더하우스10차","전세","34.7100","202605","28","21,000","0","2","2008","남부순환로265길 62","202607~202807","신규","-","","","연립다세대"
"1700","서울특별시 동작구 사당동","230-27","0230","0027","(230-27)","전세","42.2200","202605","28","21,000","0","1","2010","사당로8나길 8","202607~202807","신규","-","","","연립다세대"
"1701","서울특별시 영등포구 대림동","1011-4","1011","0004","라움캐슬","전세","27.4300","202605","28","24,000","0","2","2026","대림로7다길 8","202607~202807","신규","-","","","연립다세대"
"1702","서울특별시 영등포구 도림동","141-141","0141","0141","로즈힐","전세","29.7100","202605","28","28,800","0","4","2023","도림로108길 20-2","202607~202806","신규","-","","","연립다세대"
"1703","서울특별시 영등포구 영등포동2가","28-121","0028","0121","크렌시아하우스","월세","23.7000","202605","28","3,000","45","4","2015","국회대로54길 65-4","202606~202706","신규","-","","","연립다세대"
"1704","서울특별시 금천구 독산동","977-43","0977","0043","세진써미트빌","월세","60.5200","202605","28","3,000","80","3","2009","독산로 310-2","202608~202808","신규","-","","","연립다세대"
"1705","서울특별시 강서구 내발산동","671-22","0671","0022","제이에스해슬리","전세","29.9100","202605","28","27,970","0","3","2024","우장산로6길 22","202607~202807","신규","-","","","연립다세대"
"1706","서울특별시 강서구 화곡동","1040","1040","0000","해비치빌","전세","31.9500","202605","28","27,000","0","3","2019","화곡로13길 66","202608~202808","신규","-","","","연립다세대"
"1707","서울특별시 양천구 목동","318-156","0318","0156","하나드림빌","전세","66.2200","202605","28","18,000","0","2","2002","목동중앙본로7가길 54","202606~202806","신규","-","","","연립다세대"
"1708","서울특별시 마포구 상암동","34-86","0034","0086","예솔하우스","전세","20.1800","202605","28","12,500","0","4","2012","월드컵북로45길 7","202607~202807","신규","-","","","연립다세대"
"1709","서울특별시 마포구 성산동","67","0067","0000","미래하임","전세","78.8700","202605","28","45,000","0","2","2018","성산로6길 25-13","202607~202807","신규","-","","","연립다세대"
"1710","서울특별시 마포구 창전동","6-92","0006","0092","(6-92)","월세","44.4900","202605","28","10,000","10","3","2004","와우산로24길 50","202606~202806","신규","-","","","연립다세대"
"1711","서울특별시 마포구 아현동","708-8","0708","0008","(708-8)","전세","99.3600","202605","28","15,000","0","3","1984","환일1길 17","202605~202705","신규","-","","","연립다세대"
"1712","서울특별시 노원구 공릉동","230-14","0230","0014","경춘빌라","월세","32.5200","202605","28","16,000","10","2","1987","노원로 41","202606~202806","신규","-","","","연립다세대"
"1713","서울특별시 강북구 수유동","273-37","0273","0037","대운아트빌라(273-37)","월세","47.8100","202605","28","10,000","50","5","2002","삼양로124길 37","202607~202807","신규","-","","","연립다세대"
"1714","서울특별시 강북구 미아동","258-474","0258","0474","미라주택","전세","54.1200","202605","28","10,000","0","1","1986","오패산로52다길 39-5","202606~202806","신규","-","","","연립다세대"
"1715","서울특별시 성북구 장위동","64-112","0064","0112","단독형(64-112)","전세","29.8900","202605","28","12,000","0","1","1975","화랑로 241-3","202606~202806","신규","-","","","연립다세대"
"1716","서울특별시 성북구 하월곡동","90-288","0090","0288","월곡빌라","월세","58.1900","202605","28","3,000","100","1","1982","오패산로3가길 37","202605~202811","신규","-","","","연립다세대"
"1717","서울특별시 성북구 하월곡동","90-211","0090","0211","성북웅진베어스빌","월세","20.3200","202605","28","16,700","20","7","2021","종암로 158","202607~202807","신규","-","","","연립다세대"
"1718","서울특별시 성북구 종암동","9-42","0009","0042","천우네오젠","월세","42.2800","202605","28","5,500","100","5","2014","종암로14길 46","202608~202808","신규","-","","","연립다세대"
"1719","서울특별시 중랑구 면목동","69-26","0069","0026","69-26","월세","38.0200","202605","28","3,000","75","5","2011","상봉로5길 31","202607~202806","신규","-","","","연립다세대"
"1720","서울특별시 중랑구 면목동","52-15","0052","0015","미소빌라","전세","34.6500","202605","28","20,000","0","4","2011","용마산로86길 21-23","202607~202807","신규","-","","","연립다세대"
"1721","서울특별시 동대문구 이문동","315-4","0315","0004","청암빌라","월세","48.7200","202605","28","22,000","20","2","1989","휘경로2길 25","202608~202808","신규","-","","","연립다세대"
"1722","서울특별시 동대문구 전농동","558-151","0558","0151","드림하우스Ⅱ","월세","12.0400","202605","28","8,000","10","3","2012","서울시립대로12길 20","202606~202806","신규","-","","","연립다세대"
"1723","서울특별시 광진구 자양동","640-31","0640","0031","덕산빌리지","월세","76.1400","202605","28","10,000","170","2","2003","뚝섬로52라길 18-3","202607~202807","신규","-","","","연립다세대"
"1724","서울특별시 광진구 자양동","11-15","0011","0015","건우빌라(11-15)","전세","42.7700","202605","28","25,000","0","2","1992","동일로18길 66","202605~202805","신규","-","","","연립다세대"
"1725","서울특별시 중구 황학동","1834","1834","0000","해비치","월세","29.9700","202605","28","2,000","130","9","2016","난계로17길 60-10","202607~202807","신규","-","","","연립다세대"
"1726","전북특별자치도 전주시 덕진구 인후동1가","930-15","0930","0015","보석빌III","월세","24.3800","202605","28","100","25","3","2005","한배미3길 20","202605~202705","신규","-","","","연립다세대"
"1727","제주특별자치도 제주시 도평동","324-1","0324","0001","도평이디연","전세","84.8200","202605","28","30,000","0","4","2026","곱은이길 17","202606~202806","신규","-","","","연립다세대"
"1728","경상남도 거제시 일운면 옥림리","227","0227","0000","거제리우","월세","84.8847","202605","28","500","60","1","2015","옥림3길 30","202606~202705","신규","-","","","연립다세대"
"1729","경상남도 김해시 어방동","1111-6","1111","0006","행복빌라트","월세","72.1600","202605","28","2,000","40","5","2002","김해대로2541번길 18","202605~202805","신규","-","","","연립다세대"
"1730","경상북도 경주시 성건동","585","0585","0000","성건주공","월세","58.1100","202605","28","300","42","1","1980","동대로 21","202605~202805","신규","-","","","연립다세대"
"1731","경기도 이천시 백사면 모전리","513-2","0513","0002","이천비엘르","전세","70.5850","202605","28","13,000","0","2","2017","청백리로 64-17","202608~202808","신규","-","","","연립다세대"
"1732","경기도 양평군 서종면 문호리","755-11","0755","0011","수정리버타운2차","전세","60.5820","202605","28","26,000","0","2","2024","하문호길 16-1","202607~202807","신규","-","","","연립다세대"
"1733","경기도 광주시 신현동","614-20","0614","0020","트라움그린","월세","30.1000","202605","28","1,000","49","4","2019","머루숯길81번길 4-58","202606~202806","신규","-","","","연립다세대"
"1734","경기도 광주시 신현동","652-59","0652","0059","힐링M타운(108동)","전세","61.6350","202605","28","23,000","0","4","2017","머루숯길 47-83","202606~202806","신규","-","","","연립다세대"
"1735","경기도 파주시 파주읍 봉서리","254-40","0254","0040","아리움202동","월세","56.9862","202605","28","2,000","70","1","2020","봉서산로 65-4","202606~202806","신규","-","","","연립다세대"
"1736","충청남도 천안시 서북구 두정동","1454","1454","0000","루치하우스","월세","24.8500","202605","28","300","32","6","2012","두정상가5길 21","202605~202705","신규","-","","","연립다세대"
"1737","경기도 파주시 금촌동","102-4","0102","0004","대하빌라시동(102-4)","월세","42.0300","202605","28","1,500","45","1","1992","가나무로 123","202605~202705","신규","-","","","연립다세대"
"1738","경기도 용인시 처인구 포곡읍 둔전리","363-1","0363","0001","서인빌House","월세","16.5000","202605","28","500","40","3","2011","포곡로117번길 17-11","202605~202705","신규","-","","","연립다세대"
"1739","경기도 시흥시 목감동","242-27","0242","0027","만안빌라라동","전세","38.8400","202605","28","6,300","0","4","1991","조남길 3-3","202605~202805","신규","-","","","연립다세대"
"1740","경기도 시흥시 조남동","176-8","0176","0008","대명쉐르빌7동","전세","46.1200","202605","28","12,000","0","2","2003","동서로 1039-6","202608~202808","신규","-","","","연립다세대"
"1741","경기도 남양주시 오남읍 양지리","470-1","0470","0001","서원주택21동","전세","34.9000","202605","28","5,000","0","3","1991","양지로290번길 6-10","202606~202806","신규","-","","","연립다세대"
"1742","경기도 안산시 단원구 선부동","964-2","0964","0002","성동","월세","30.0000","202605","28","300","35","3","1990","선부광장서로1길 10","202605~202705","신규","-","","","연립다세대"
"1743","경기도 안산시 상록구 건건동","536-47","0536","0047","대림파크빌","월세","40.4900","202605","28","1,000","70","3","2014","반월새싹길 56","202606~202806","신규","-","","","연립다세대"
"1744","경기도 안산시 상록구 사동","1391-9","1391","0009","예진아트빌A동(1391-9)","월세","74.9900","202605","28","2,000","80","2","2015","초당4길 5","202606~202806","신규","-","","","연립다세대"
"1745","경기도 안산시 상록구 사동","1340-7","1340","0007","힐링하우스(1340-7)","월세","43.6200","202605","28","1,000","70","2","2015","시곡1길 11","202607~202807","신규","-","","","연립다세대"
"1746","경기도 동두천시 지행동","326","0326","0000","푸른솔B","월세","18.7500","202605","28","500","40","5","2017","행선로 55","202605~202805","신규","-","","","연립다세대"
"1747","경기도 평택시 지산동","421-1","0421","0001","드림하우스2차","월세","24.9800","202605","28","300","40","2","2023","지산로175번길 4-12","202605~202705","신규","-","","","연립다세대"
"1748","경기도 부천시 오정구 여월동","48-19","0048","0019","중앙아트빌(48-19)","월세","48.5100","202605","28","2,000","60","1","2001","소사로656번길 14","202607~202807","신규","-","","","연립다세대"
